EPA_PM2.5,time_hourly,PM2.5,Temperature,Humidity,HR,device_id
6.000,2019-09-09 02:00:00,26.300,24.086,78.800,2,08BEAC028A4E
6.000,2019-09-09 02:00:00,26.000,24.285,76.100,2,08BEAC0286CE
8.000,2019-09-09 03:00:00,28.400,23.998,78.900,3,08BEAC028A4E
8.000,2019-09-09 03:00:00,27.556,24.277,75.889,3,08BEAC0286CE
12.000,2019-09-09 04:00:00,28.600,23.796,77.700,4,08BEAC028A4E
12.000,2019-09-09 04:00:00,27.300,24.174,75.000,4,08BEAC0286CE
16.000,2019-09-09 05:00:00,30.889,23.400,78.889,5,08BEAC028A4E
16.000,2019-09-09 05:00:00,30.100,23.747,76.500,5,08BEAC0286CE
15.000,2019-09-09 06:00:00,28.900,24.972,73.500,6,08BEAC028A4E
15.000,2019-09-09 06:00:00,28.300,24.946,73.100,6,08BEAC0286CE
15.000,2019-09-09 07:00:00,27.200,30.142,58.300,7,08BEAC028A4E
